provincia,partido,localidad,linkindec,velocidad,accesos
Buenos Aires,25 de Mayo,25 de Mayo,6854100,0.0,2
Buenos Aires,25 de Mayo,25 de Mayo,6854100,0.5,2
Buenos Aires,25 de Mayo,25 de Mayo,6854100,1.0,7
Buenos Aires,25 de Mayo,25 de Mayo,6854100,2.0,1
Buenos Aires,25 de Mayo,25 de Mayo,6854100,3.0,107
Buenos Aires,25 de Mayo,25 de Mayo,6854100,5.0,1
Buenos Aires,25 de Mayo,25 de Mayo,6854100,6.0,51
Buenos Aires,25 de Mayo,25 de Mayo,6854100,10.0,303
Buenos Aires,25 de Mayo,25 de Mayo,6854100,12.0,336
Buenos Aires,25 de Mayo,25 de Mayo,6854100,14.0,2
Buenos Aires,25 de Mayo,25 de Mayo,6854100,15.0,264
Buenos Aires,25 de Mayo,25 de Mayo,6854100,20.0,153
Buenos Aires,25 de Mayo,25 de Mayo,6854100,25.0,84
Buenos Aires,25 de Mayo,25 de Mayo,6854100,30.0,2060
Buenos Aires,25 de Mayo,25 de Mayo,6854100,40.0,13
Buenos Aires,25 de Mayo,25 de Mayo,6854100,50.0,1297
Buenos Aires,25 de Mayo,25 de Mayo,6854100,80.0,6
Buenos Aires,25 de Mayo,25 de Mayo,6854100,100.0,1515
Buenos Aires,25 de Mayo,25 de Mayo,6854100,226.5,153
Buenos Aires,25 de Mayo,25 de Mayo,6854100,300.0,94
Buenos Aires,25 de Mayo,25 de Mayo,6854100,500.0,3
Buenos Aires,25 de Mayo,Agustín Mosconi,6854010,12.0,21
Buenos Aires,25 de Mayo,Agustín Mosconi,6854010,20.0,10
Buenos Aires,25 de Mayo,Agustín Mosconi,6854010,226.5,13
Buenos Aires,25 de Mayo,Del Valle,6854020,0.5,1
Buenos Aires,25 de Mayo,Del Valle,6854020,3.0,181
Buenos Aires,25 de Mayo,Del Valle,6854020,10.0,10
Buenos Aires,25 de Mayo,Del Valle,6854020,226.5,17
Buenos Aires,25 de Mayo,Ernestina,6854030,5.0,75
Buenos Aires,25 de Mayo,Ernestina,6854030,226.5,7
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,6.0,154
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,8.0,58
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,10.0,2
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,12.0,8
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,15.0,7
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,30.0,2
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,65.0,1
Buenos Aires,25 de Mayo,Gobernador Ugarte,6854040,226.5,8
Buenos Aires,25 de Mayo,Lucas Monteverde,6854050,226.5,13
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,2.0,83
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,3.0,25
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,4.0,5
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,5.0,5
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,6.0,862
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,10.0,1
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,15.0,742
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,25.0,91
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,50.0,56
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,70.0,4
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,100.0,6
Buenos Aires,25 de Mayo,Norberto de la Riestra,6854060,226.5,29
Buenos Aires,25 de Mayo,Pedernales,6854070,6.0,2
Buenos Aires,25 de Mayo,Pedernales,6854070,10.0,374
Buenos Aires,25 de Mayo,Pedernales,6854070,15.0,3
Buenos Aires,25 de Mayo,Pedernales,6854070,50.0,240
Buenos Aires,25 de Mayo,Pedernales,6854070,226.5,10
Buenos Aires,25 de Mayo,San Enrique,6854080,12.0,38
Buenos Aires,25 de Mayo,San Enrique,6854080,20.0,11
Buenos Aires,25 de Mayo,San Enrique,6854080,226.5,17
Buenos Aires,25 de Mayo,Valdés,6854090,12.0,64
Buenos Aires,25 de Mayo,Valdés,6854090,20.0,20
Buenos Aires,25 de Mayo,Valdés,6854090,226.5,23
Buenos Aires,9 de Julio,12 de Octubre,6588030,3.0,11
Buenos Aires,9 de Julio,12 de Octubre,6588030,226.5,17
Buenos Aires,9 de Julio,9 de Julio,6588100,1.0,6
Buenos Aires,9 de Julio,9 de Julio,6588100,3.0,217
Buenos Aires,9 de Julio,9 de Julio,6588100,5.0,169
Buenos Aires,9 de Julio,9 de Julio,6588100,6.0,32
Buenos Aires,9 de Julio,9 de Julio,6588100,7.0,235
Buenos Aires,9 de Julio,9 de Julio,6588100,8.0,1
Buenos Aires,9 de Julio,9 de Julio,6588100,10.0,94
Buenos Aires,9 de Julio,9 de Julio,6588100,15.0,7440
Buenos Aires,9 de Julio,9 de Julio,6588100,20.0,3043
Buenos Aires,9 de Julio,9 de Julio,6588100,30.0,912
Buenos Aires,9 de Julio,9 de Julio,6588100,50.0,611
Buenos Aires,9 de Julio,9 de Julio,6588100,100.0,1931
Buenos Aires,9 de Julio,9 de Julio,6588100,200.0,1
Buenos Aires,9 de Julio,9 de Julio,6588100,226.5,68
Buenos Aires,9 de Julio,9 de Julio,6588100,300.0,1238
Buenos Aires,9 de Julio,9 de Julio,6588100,500.0,30
Buenos Aires,9 de Julio,9 de Julio,6588100,1000.0,15
Buenos Aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,3.0,510
Buenos Aires,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,226.5,15
Buenos Aires,9 de Julio,Carlos María Naón,6588020,20.0,62
Buenos Aires,9 de Julio,Carlos María Naón,6588020,226.5,10
Buenos Aires,9 de Julio,Dudignac,6588040,1.0,8
Buenos Aires,9 de Julio,Dudignac,6588040,3.0,36
Buenos Aires,9 de Julio,Dudignac,6588040,4.0,247
Buenos Aires,9 de Julio,Dudignac,6588040,6.0,46
Buenos Aires,9 de Julio,Dudignac,6588040,10.0,52
Buenos Aires,9 de Julio,Dudignac,6588040,226.5,12
Buenos Aires,9 de Julio,La Aurora  (Est. La Niña),6588050,226.5,13
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,2.0,193
Buenos Aires,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,226.5,17
Buenos Aires,9 de Julio,Marcelino Ugarte  (Est. Dennehy),6588070,226.5,5
Buenos Aires,9 de Julio,Morea,6588080,3.0,130
Buenos Aires,9 de Julio,Morea,6588080,226.5,4
Buenos Aires,9 de Julio,Norumbega,6588090,226.5,8
Buenos Aires,9 de Julio,Patricios,6588110,3.0,50
Buenos Aires,9 de Julio,Patricios,6588110,15.0,90
Buenos Aires,9 de Julio,Patricios,6588110,30.0,2
Buenos Aires,9 de Julio,Patricios,6588110,226.5,7
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,3.0,42
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,15.0,89
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,20.0,92
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,30.0,21
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,50.0,7
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,100.0,1
Buenos Aires,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,226.5,8
Buenos Aires,Adolfo Alsina,Carhué,6007010,3.0,772
Buenos Aires,Adolfo Alsina,Carhué,6007010,6.0,5
Buenos Aires,Adolfo Alsina,Carhué,6007010,7.0,103
Buenos Aires,Adolfo Alsina,Carhué,6007010,10.0,25
Buenos Aires,Adolfo Alsina,Carhué,6007010,15.0,1201
Buenos Aires,Adolfo Alsina,Carhué,6007010,30.0,1
Buenos Aires,Adolfo Alsina,Carhué,6007010,31.0,266
Buenos Aires,Adolfo Alsina,Carhué,6007010,50.0,820
Buenos Aires,Adolfo Alsina,Carhué,6007010,61.0,31
Buenos Aires,Adolfo Alsina,Carhué,6007010,100.0,2
Buenos Aires,Adolfo Alsina,Carhué,6007010,226.5,25
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,3.0,208
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,226.5,9
Buenos Aires,Adolfo Alsina,Delfín Huergo,6007030,226.5,4
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,6007050,3.0,60
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,6007050,226.5,3
Buenos Aires,Adolfo Alsina,La Pala,6007060,226.5,3
Buenos Aires,Adolfo Alsina,Maza,6007070,0.0,10
Buenos Aires,Adolfo Alsina,Maza,6007070,0.5,2
Buenos Aires,Adolfo Alsina,Maza,6007070,5.0,386
Buenos Aires,Adolfo Alsina,Maza,6007070,10.0,6
Buenos Aires,Adolfo Alsina,Maza,6007070,20.0,2
Buenos Aires,Adolfo Alsina,Maza,6007070,226.5,15
Buenos Aires,Adolfo Alsina,Rivera,6007080,0.0,1
Buenos Aires,Adolfo Alsina,Rivera,6007080,20.0,1252
Buenos Aires,Adolfo Alsina,Rivera,6007080,35.0,26
Buenos Aires,Adolfo Alsina,Rivera,6007080,50.0,31
Buenos Aires,Adolfo Alsina,Rivera,6007080,226.5,9
Buenos Aires,Adolfo Alsina,Thames,6007010,226.5,3
Buenos Aires,Adolfo Alsina,Villa Margarita,6007100,226.5,2
Buenos Aires,Adolfo Alsina,Yutuyaco,6007110,226.5,18
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,1.0,2
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,3.0,57
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,5.0,2
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,6.0,28
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,8.0,310
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,10.0,217
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,12.0,1
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,15.0,1329
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,30.0,44
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,50.0,1
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,226.5,34
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,0.0,26
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,4.0,573
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,7.0,38
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,8.0,28
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,10.0,59
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,15.0,18
Buenos Aires,Adolfo Gonzales Chaves,De la Garma,6014020,226.5,18
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,6014030,4.0,48
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,6014030,226.5,13
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,6014040,3.0,12
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,6014040,4.0,2
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,6014040,226.5,3
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0.0,1
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,1.0,2
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,2.0,1
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,3.0,8
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,5.0,1
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,6.0,7
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,9.0,1
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,10.0,42
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,15.0,142
Buenos Aires,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,226.5,16
Buenos Aires,Alberti,Coronel Seguí,6021020,15.0,5
Buenos Aires,Alberti,Coronel Seguí,6021020,226.5,2
Buenos Aires,Alberti,Mechita,6021030,3.0,275
Buenos Aires,Alberti,Mechita,6021030,5.0,10
Buenos Aires,Alberti,Mechita,6021030,226.5,7
Buenos Aires,Alberti,Pla,6021040,226.5,4
Buenos Aires,Alberti,Villa Grisolía  (Est. Achupallas),6021050,226.5,9
Buenos Aires,Alberti,Villa María,6021060,226.5,1
Buenos Aires,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,15.0,24
Buenos Aires,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,226.5,1
Buenos Aires,Almirante Brown,Adrogué,6028010,0.0,1
Buenos Aires,Almirante Brown,Adrogué,6028010,0.26,1
Buenos Aires,Almirante Brown,Adrogué,6028010,0.5,4
Buenos Aires,Almirante Brown,Adrogué,6028010,0.51,1
Buenos Aires,Almirante Brown,Adrogué,6028010,0.75,2
Buenos Aires,Almirante Brown,Adrogué,6028010,1.0,25
Buenos Aires,Almirante Brown,Adrogué,6028010,2.0,8
Buenos Aires,Almirante Brown,Adrogué,6028010,3.0,4
Buenos Aires,Almirante Brown,Adrogué,6028010,3.5,14
Buenos Aires,Almirante Brown,Adrogué,6028010,4.0,7
Buenos Aires,Almirante Brown,Adrogué,6028010,5.0,2
Buenos Aires,Almirante Brown,Adrogué,6028010,6.0,14
Buenos Aires,Almirante Brown,Adrogué,6028010,8.0,10
Buenos Aires,Almirante Brown,Adrogué,6028010,10.0,21
Buenos Aires,Almirante Brown,Adrogué,6028010,15.0,1
Buenos Aires,Almirante Brown,Adrogué,6028010,25.0,1
Buenos Aires,Almirante Brown,Adrogué,6028010,30.0,12
Buenos Aires,Almirante Brown,Adrogué,6028010,46.0,47
Buenos Aires,Almirante Brown,Adrogué,6028010,50.0,510
Buenos Aires,Almirante Brown,Adrogué,6028010,99.0,224
Buenos Aires,Almirante Brown,Adrogué,6028010,100.0,4696
Buenos Aires,Almirante Brown,Adrogué,6028010,101.0,232
Buenos Aires,Almirante Brown,Adrogué,6028010,200.0,59
Buenos Aires,Almirante Brown,Adrogué,6028010,226.5,16
Buenos Aires,Almirante Brown,Adrogué,6028010,300.0,11029
Buenos Aires,Almirante Brown,Adrogué,6028010,301.0,9
Buenos Aires,Almirante Brown,Adrogué,6028010,302.0,326
Buenos Aires,Almirante Brown,Adrogué,6028010,400.0,147
Buenos Aires,Almirante Brown,Adrogué,6028010,499.0,2457
Buenos Aires,Almirante Brown,Adrogué,6028010,500.0,608
Buenos Aires,Almirante Brown,Adrogué,6028010,600.0,1013
Buenos Aires,Almirante Brown,Adrogué,6028010,700.0,22
Buenos Aires,Almirante Brown,Adrogué,6028010,800.0,235
Buenos Aires,Almirante Brown,Adrogué,6028010,940.0,834
Buenos Aires,Almirante Brown,Adrogué,6028010,999.0,135
Buenos Aires,Almirante Brown,Adrogué,6028010,1000.0,411
Buenos Aires,Almirante Brown,Burzaco,6028010,0.0,53
Buenos Aires,Almirante Brown,Burzaco,6028010,0.26,1
Buenos Aires,Almirante Brown,Burzaco,6028010,0.5,3
Buenos Aires,Almirante Brown,Burzaco,6028010,0.51,1
Buenos Aires,Almirante Brown,Burzaco,6028010,0.75,7
Buenos Aires,Almirante Brown,Burzaco,6028010,1.0,19
Buenos Aires,Almirante Brown,Burzaco,6028010,2.0,77
Buenos Aires,Almirante Brown,Burzaco,6028010,3.0,5
Buenos Aires,Almirante Brown,Burzaco,6028010,3.5,3
Buenos Aires,Almirante Brown,Burzaco,6028010,4.0,115
Buenos Aires,Almirante Brown,Burzaco,6028010,6.0,80
Buenos Aires,Almirante Brown,Burzaco,6028010,8.0,1
Buenos Aires,Almirante Brown,Burzaco,6028010,10.0,16
Buenos Aires,Almirante Brown,Burzaco,6028010,15.0,1
Buenos Aires,Almirante Brown,Burzaco,6028010,20.0,1
Buenos Aires,Almirante Brown,Burzaco,6028010,30.0,20
Buenos Aires,Almirante Brown,Burzaco,6028010,45.0,1
Buenos Aires,Almirante Brown,Burzaco,6028010,46.0,51
Buenos Aires,Almirante Brown,Burzaco,6028010,50.0,418
Buenos Aires,Almirante Brown,Burzaco,6028010,99.0,534
Buenos Aires,Almirante Brown,Burzaco,6028010,100.0,4081
Buenos Aires,Almirante Brown,Burzaco,6028010,101.0,196
Buenos Aires,Almirante Brown,Burzaco,6028010,200.0,93
Buenos Aires,Almirante Brown,Burzaco,6028010,226.5,41
Buenos Aires,Almirante Brown,Burzaco,6028010,300.0,10960
Buenos Aires,Almirante Brown,Burzaco,6028010,301.0,3
Buenos Aires,Almirante Brown,Burzaco,6028010,302.0,232
Buenos Aires,Almirante Brown,Burzaco,6028010,400.0,101
Buenos Aires,Almirante Brown,Burzaco,6028010,499.0,9550
Buenos Aires,Almirante Brown,Burzaco,6028010,500.0,524
Buenos Aires,Almirante Brown,Burzaco,6028010,600.0,1004
Buenos Aires,Almirante Brown,Burzaco,6028010,700.0,25
Buenos Aires,Almirante Brown,Burzaco,6028010,800.0,234
Buenos Aires,Almirante Brown,Burzaco,6028010,940.0,802
Buenos Aires,Almirante Brown,Burzaco,6028010,999.0,541
Buenos Aires,Almirante Brown,Burzaco,6028010,1000.0,906
Buenos Aires,Almirante Brown,Claypole,6028010,0.0,1
Buenos Aires,Almirante Brown,Claypole,6028010,0.75,2
Buenos Aires,Almirante Brown,Claypole,6028010,3.0,2
Buenos Aires,Almirante Brown,Claypole,6028010,6.0,1
Buenos Aires,Almirante Brown,Claypole,6028010,10.0,2
Buenos Aires,Almirante Brown,Claypole,6028010,30.0,1
Buenos Aires,Almirante Brown,Claypole,6028010,45.0,1
Buenos Aires,Almirante Brown,Claypole,6028010,46.0,18
Buenos Aires,Almirante Brown,Claypole,6028010,50.0,133
Buenos Aires,Almirante Brown,Claypole,6028010,99.0,185
Buenos Aires,Almirante Brown,Claypole,6028010,100.0,1471
Buenos Aires,Almirante Brown,Claypole,6028010,101.0,29
Buenos Aires,Almirante Brown,Claypole,6028010,200.0,15
Buenos Aires,Almirante Brown,Claypole,6028010,226.5,2
Buenos Aires,Almirante Brown,Claypole,6028010,300.0,4144
Buenos Aires,Almirante Brown,Claypole,6028010,301.0,2
Buenos Aires,Almirante Brown,Claypole,6028010,302.0,65
Buenos Aires,Almirante Brown,Claypole,6028010,400.0,13
Buenos Aires,Almirante Brown,Claypole,6028010,499.0,5050
Buenos Aires,Almirante Brown,Claypole,6028010,500.0,153
Buenos Aires,Almirante Brown,Claypole,6028010,600.0,410
Buenos Aires,Almirante Brown,Claypole,6028010,700.0,12
Buenos Aires,Almirante Brown,Claypole,6028010,800.0,76
Buenos Aires,Almirante Brown,Claypole,6028010,940.0,253
Buenos Aires,Almirante Brown,Claypole,6028010,999.0,297
Buenos Aires,Almirante Brown,Claypole,6028010,1000.0,444
Buenos Aires,Almirante Brown,Don Orione,6028010,10.0,1
Buenos Aires,Almirante Brown,Don Orione,6028010,99.0,192
Buenos Aires,Almirante Brown,Don Orione,6028010,226.5,11
Buenos Aires,Almirante Brown,Don Orione,6028010,499.0,4600
Buenos Aires,Almirante Brown,Don Orione,6028010,999.0,247
Buenos Aires,Almirante Brown,Don Orione,6028010,1000.0,390
Buenos Aires,Almirante Brown,Glew,6028010,0.0,1
Buenos Aires,Almirante Brown,Glew,6028010,2.0,15
Buenos Aires,Almirante Brown,Glew,6028010,4.0,29
Buenos Aires,Almirante Brown,Glew,6028010,6.0,9
Buenos Aires,Almirante Brown,Glew,6028010,10.0,3
Buenos Aires,Almirante Brown,Glew,6028010,30.0,11
Buenos Aires,Almirante Brown,Glew,6028010,45.0,43
Buenos Aires,Almirante Brown,Glew,6028010,46.0,5
Buenos Aires,Almirante Brown,Glew,6028010,50.0,204
Buenos Aires,Almirante Brown,Glew,6028010,99.0,183
Buenos Aires,Almirante Brown,Glew,6028010,100.0,2674
Buenos Aires,Almirante Brown,Glew,6028010,101.0,115
Buenos Aires,Almirante Brown,Glew,6028010,200.0,64
Buenos Aires,Almirante Brown,Glew,6028010,226.5,16
Buenos Aires,Almirante Brown,Glew,6028010,300.0,8768
Buenos Aires,Almirante Brown,Glew,6028010,301.0,8
Buenos Aires,Almirante Brown,Glew,6028010,302.0,307
Buenos Aires,Almirante Brown,Glew,6028010,400.0,50
Buenos Aires,Almirante Brown,Glew,6028010,499.0,6329
Buenos Aires,Almirante Brown,Glew,6028010,500.0,400
Buenos Aires,Almirante Brown,Glew,6028010,600.0,1171
Buenos Aires,Almirante Brown,Glew,6028010,700.0,34
Buenos Aires,Almirante Brown,Glew,6028010,800.0,236
Buenos Aires,Almirante Brown,Glew,6028010,940.0,792
Buenos Aires,Almirante Brown,Glew,6028010,999.0,348
Buenos Aires,Almirante Brown,Glew,6028010,1000.0,586
Buenos Aires,Almirante Brown,Jose Mármol,6028010,3.5,2
Buenos Aires,Almirante Brown,Jose Mármol,6028010,8.0,3
Buenos Aires,Almirante Brown,Jose Mármol,6028010,10.0,6
Buenos Aires,Almirante Brown,Jose Mármol,6028010,15.0,1
Buenos Aires,Almirante Brown,Jose Mármol,6028010,46.0,4
Buenos Aires,Almirante Brown,Jose Mármol,6028010,50.0,146
Buenos Aires,Almirante Brown,Jose Mármol,6028010,99.0,156
Buenos Aires,Almirante Brown,Jose Mármol,6028010,100.0,1391
Buenos Aires,Almirante Brown,Jose Mármol,6028010,101.0,18
Buenos Aires,Almirante Brown,Jose Mármol,6028010,200.0,15
Buenos Aires,Almirante Brown,Jose Mármol,6028010,226.5,2
Buenos Aires,Almirante Brown,Jose Mármol,6028010,300.0,2586
Buenos Aires,Almirante Brown,Jose Mármol,6028010,302.0,5
Buenos Aires,Almirante Brown,Jose Mármol,6028010,400.0,6
Buenos Aires,Almirante Brown,Jose Mármol,6028010,499.0,3752
Buenos Aires,Almirante Brown,Jose Mármol,6028010,500.0,153
Buenos Aires,Almirante Brown,Jose Mármol,6028010,600.0,154
Buenos Aires,Almirante Brown,Jose Mármol,6028010,700.0,2
Buenos Aires,Almirante Brown,Jose Mármol,6028010,800.0,33
Buenos Aires,Almirante Brown,Jose Mármol,6028010,940.0,89
Buenos Aires,Almirante Brown,Jose Mármol,6028010,999.0,227
Buenos Aires,Almirante Brown,Jose Mármol,6028010,1000.0,401
Buenos Aires,Almirante Brown,Longchamps,6028010,0.0,2
Buenos Aires,Almirante Brown,Longchamps,6028010,0.5,1
Buenos Aires,Almirante Brown,Longchamps,6028010,0.75,1
Buenos Aires,Almirante Brown,Longchamps,6028010,1.0,1
Buenos Aires,Almirante Brown,Longchamps,6028010,3.0,4
Buenos Aires,Almirante Brown,Longchamps,6028010,3.5,1
Buenos Aires,Almirante Brown,Longchamps,6028010,6.0,4
Buenos Aires,Almirante Brown,Longchamps,6028010,10.0,7
Buenos Aires,Almirante Brown,Longchamps,6028010,15.0,1
Buenos Aires,Almirante Brown,Longchamps,6028010,30.0,2
Buenos Aires,Almirante Brown,Longchamps,6028010,45.0,2
Buenos Aires,Almirante Brown,Longchamps,6028010,46.0,34
Buenos Aires,Almirante Brown,Longchamps,6028010,50.0,289
Buenos Aires,Almirante Brown,Longchamps,6028010,99.0,246
Buenos Aires,Almirante Brown,Longchamps,6028010,100.0,2683
Buenos Aires,Almirante Brown,Longchamps,6028010,101.0,124
Buenos Aires,Almirante Brown,Longchamps,6028010,200.0,55
Buenos Aires,Almirante Brown,Longchamps,6028010,226.5,16
Buenos Aires,Almirante Brown,Longchamps,6028010,300.0,7003
Buenos Aires,Almirante Brown,Longchamps,6028010,301.0,6
Buenos Aires,Almirante Brown,Longchamps,6028010,302.0,151
Buenos Aires,Almirante Brown,Longchamps,6028010,400.0,47
Buenos Aires,Almirante Brown,Longchamps,6028010,499.0,5344
Buenos Aires,Almirante Brown,Longchamps,6028010,500.0,303
Buenos Aires,Almirante Brown,Longchamps,6028010,600.0,748
Buenos Aires,Almirante Brown,Longchamps,6028010,700.0,15
Buenos Aires,Almirante Brown,Longchamps,6028010,800.0,147
Buenos Aires,Almirante Brown,Longchamps,6028010,940.0,505
Buenos Aires,Almirante Brown,Longchamps,6028010,999.0,330
Buenos Aires,Almirante Brown,Longchamps,6028010,1000.0,485
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,0.0,1
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,1.0,2
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,5.0,1
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,10.0,4
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,20.0,2
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,30.0,4
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,50.0,42
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,99.0,93
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,100.0,643
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,200.0,13
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,226.5,5
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,300.0,1661
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,400.0,6
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,499.0,3035
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,500.0,117
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,600.0,193
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,700.0,6
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,800.0,28
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,940.0,142
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,999.0,199
Buenos Aires,Almirante Brown,Malvinas Argentinas,6028010,1000.0,323
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,3.0,2
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,10.0,1
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,45.0,1
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,46.0,15
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,50.0,71
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,99.0,100
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,100.0,933
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,101.0,25
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,200.0,16
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,226.5,19
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,300.0,3309
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,301.0,1
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,302.0,68
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,400.0,19
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,499.0,2721
Buenos Aires,Almirante Brown,Ministro Rivadavia,6028010,500.0,137
